language	gold_label	sentence1	sentence2	promptID	pairID	genre	source_dataset
es	neutral	El primero es una suculenta indemnización ya pactada de 85 días por año trabajado, sin límite de antigüedad (la media ronda los 15 años y el salario bruto, los 1.200 euros).	La indemnización ya pactada de 85 días por año trabajado y sin límite de antigüedad no convence a los sindicatos.	9_esxnli	26_esxnli	newspaper	esxnli
es	neutral	Eres muy sociable y muy abierta con los fans.	Te reúnes con tus fans después de cada concierto.	16_esxnli	46_esxnli	newspaper	esxnli
es	entailment	Eres muy sociable y muy abierta con los fans.	Tienes muy buena relación con los fans.	16_esxnli	47_esxnli	newspaper	esxnli
es	contradiction	Eres muy sociable y muy abierta con los fans.	Ignoras a tus fans.	16_esxnli	48_esxnli	newspaper	esxnli
es	neutral	Algún día el propio deporte, en boca de tantos niños y niñas que empiezan a dar sus primeros pasos, nos dará las gracias.	El grueso de la población practica deporte.	18_esxnli	52_esxnli	newspaper	esxnli
es	entailment	Algún día el propio deporte, en boca de tantos niños y niñas que empiezan a dar sus primeros pasos, nos dará las gracias.	Muchos niños y niñas comenzaron a practicar deporte.	18_esxnli	53_esxnli	newspaper	esxnli
es	contradiction	Algún día el propio deporte, en boca de tantos niños y niñas que empiezan a dar sus primeros pasos, nos dará las gracias.	Los niños nos odian por haber comenzado a hacer deporte.	18_esxnli	54_esxnli	newspaper	esxnli
es	neutral	Por este motivo, jamás podía recomendarse el uso del preservativo; ya que, de haber sido así, se hubiese estando impulsando a caer aún más en el aberrante vicio de la fornicación; mismo que podría estarlo practicando tanto la persona soltera como casada, e, incluso, cualquiera de los dos miembros de la pareja de esposos, y sin que hubieran tenido que caer necesariamente en la falta del adulterio.	El precio de los preservativos disminuyó durante ese período.	24_esxnli	70_esxnli	newspaper	esxnli
es	contradiction	Por este motivo, jamás podía recomendarse el uso del preservativo; ya que, de haber sido así, se hubiese estando impulsando a caer aún más en el aberrante vicio de la fornicación; mismo que podría estarlo practicando tanto la persona soltera como casada, e, incluso, cualquiera de los dos miembros de la pareja de esposos, y sin que hubieran tenido que caer necesariamente en la falta del adulterio.	Los preservativos reducen el adulterio.	24_esxnli	71_esxnli	newspaper	esxnli
es	entailment	Por este motivo, jamás podía recomendarse el uso del preservativo; ya que, de haber sido así, se hubiese estando impulsando a caer aún más en el aberrante vicio de la fornicación; mismo que podría estarlo practicando tanto la persona soltera como casada, e, incluso, cualquiera de los dos miembros de la pareja de esposos, y sin que hubieran tenido que caer necesariamente en la falta del adulterio.	Los preservativos impulsan las relaciones sexuales entre personas.	24_esxnli	72_esxnli	newspaper	esxnli
es	contradiction	El bloqueo está visto, solo ha servido para endurecer y eternizar el régimen dictatorial (no me hablen de izquieras o derechas, que me da la risa, es una dictadura y punto).	Los bloqueos disuelven dictaduras.	25_esxnli	73_esxnli	newspaper	esxnli
es	entailment	El bloqueo está visto, solo ha servido para endurecer y eternizar el régimen dictatorial (no me hablen de izquieras o derechas, que me da la risa, es una dictadura y punto).	El régimen dictatorial es poderoso.	25_esxnli	75_esxnli	newspaper	esxnli
es	entailment	El diplomático hizo el anuncio tres días después de que el presidente de Colombia, Alvaro Uribe, pidiese a Estados Unidos ser más severo en las penas a los narcotraficantes que sean extraditados, en una inusual reprimenda del más firme aliado de Washington en América Latina.	Álvaro Uribe castigaría más fuertemente a los narcotraficantes.	29_esxnli	85_esxnli	newspaper	esxnli
es	contradiction	En una sesión de grabación, las cosas se torcieron, según informan fuentes cercanas a la productora.	La sesión de grabación transcurrió sin problemas	30_esxnli	89_esxnli	newspaper	esxnli
es	entailment	En una sesión de grabación, las cosas se torcieron, según informan fuentes cercanas a la productora.	Los problemas aparecieron durante una sesión de grabación	30_esxnli	90_esxnli	newspaper	esxnli
es	entailment	Bienvenido de nuevo al gran circo Kimi, la F1 necesita a grandes pilotos y Kimi lo es, puede ir muy rápido y a poco que el Lotus funcione Kimi estará ahí dando guerra.	Kimi es una apuesta segura como piloto para la F1 a poco que el coche rinda.	31_esxnli	92_esxnli	newspaper	esxnli
es	entailment	Es un camino muy largo y se pasa mal, pero se sale.	Es duro pero se puede lograr.	35_esxnli	104_esxnli	newspaper	esxnli
es	neutral	Hay que joderse con la hipocresía en la prensa / opinión pública.	La prensa pública tiene la obligación de luchar contra la hipocresía.	37_esxnli	110_esxnli	newspaper	esxnli
es	entailment	Zlatan sabe defender la pelota, asegura.	Zlatan sabe regatear.	38_esxnli	113_esxnli	newspaper	esxnli
es	contradiction	Zlatan sabe defender la pelota, asegura.	Zlatan pierde todos los balones.	38_esxnli	114_esxnli	newspaper	esxnli
es	contradiction	El fallo dictado de forma firme por Laureano Martínez, titular del Juzgado de lo Penal 2 de Almería, impone a Amizian como autor de un delito contra la seguridad del tráfico una multa a razón de doce euros al día durante medio año, así como la privación del permiso de conducir vehículos a motor y ciclomotores durante un año y un día.	Amizian mantendrá el permiso de conducir.	44_esxnli	130_esxnli	newspaper	esxnli
es	entailment	El fallo dictado de forma firme por Laureano Martínez, titular del Juzgado de lo Penal 2 de Almería, impone a Amizian como autor de un delito contra la seguridad del tráfico una multa a razón de doce euros al día durante medio año, así como la privación del permiso de conducir vehículos a motor y ciclomotores durante un año y un día.	Amizian fue condenado por un delito de tráfico.	44_esxnli	131_esxnli	newspaper	esxnli
es	neutral	El fallo dictado de forma firme por Laureano Martínez, titular del Juzgado de lo Penal 2 de Almería, impone a Amizian como autor de un delito contra la seguridad del tráfico una multa a razón de doce euros al día durante medio año, así como la privación del permiso de conducir vehículos a motor y ciclomotores durante un año y un día.	El fallo dictado de forma firme contra Amizian puede ser recurrido.	44_esxnli	132_esxnli	newspaper	esxnli
es	contradiction	Pero las mafias seguiran operando, en 4 dias fuera y santas pascuas.	Las mafias no de disuelven.	47_esxnli	140_esxnli	newspaper	esxnli
es	entailment	A los pies del gigante aéreo se encontraban José Luis Rodríguez Zapatero, el jefe de Estado francés, Jacques Chirac; el canciller alemán, Gerhard Schroeder; y el primer ministro británico, Tony Blair, representando a los cuatro países socios de Airbus y cofinanciadores del nuevo bebé gigante de la compaía, con capacidad para 555 pasajeros en su versión estándar (aunque puede llegar a tener 853 plazas).	España, Francia, Alemania y Gran Bretaña han cofinanciado el nuevo bebé de Airbus	51_esxnli	151_esxnli	newspaper	esxnli
es	neutral	A los pies del gigante aéreo se encontraban José Luis Rodríguez Zapatero, el jefe de Estado francés, Jacques Chirac; el canciller alemán, Gerhard Schroeder; y el primer ministro británico, Tony Blair, representando a los cuatro países socios de Airbus y cofinanciadores del nuevo bebé gigante de la compaía, con capacidad para 555 pasajeros en su versión estándar (aunque puede llegar a tener 853 plazas).	Los asientos del nuevo Airbus son cómodos	51_esxnli	152_esxnli	newspaper	esxnli
es	contradiction	A los pies del gigante aéreo se encontraban José Luis Rodríguez Zapatero, el jefe de Estado francés, Jacques Chirac; el canciller alemán, Gerhard Schroeder; y el primer ministro británico, Tony Blair, representando a los cuatro países socios de Airbus y cofinanciadores del nuevo bebé gigante de la compaía, con capacidad para 555 pasajeros en su versión estándar (aunque puede llegar a tener 853 plazas).	Ningún país europeo ha cofinanciado el nuevo avión de la compañía Airbus	51_esxnli	153_esxnli	newspaper	esxnli
es	entailment	Las notas de los alumnos vascos de Primaria recuperan desde este curso la terminología tradicional para impulsar el esfuerzo.	Los alumnos tendrán una referencia más significativa sobre sus notas.	73_esxnli	217_esxnli	newspaper	esxnli
es	contradiction	Las notas de los alumnos vascos de Primaria recuperan desde este curso la terminología tradicional para impulsar el esfuerzo.	Los alumnos vascos deberán esforzarse más para obtener mejor nota.	73_esxnli	218_esxnli	newspaper	esxnli
es	neutral	Las notas de los alumnos vascos de Primaria recuperan desde este curso la terminología tradicional para impulsar el esfuerzo.	Cambia la forma de varemación de los alumnos de primaria.	73_esxnli	219_esxnli	newspaper	esxnli
es	neutral	El portavoz de la ilegalizada Batasuna, Pernando Barrena, advirtió de que el proceso de paz en el País Vasco está "en crisis" y "en situación de bloqueo" por culpa de la actitud del Gobierno que, a su juicio, utiliza "maniobras dilatorias" para no poner en marcha la llamada mesa de partidos.	La ciudadanía está de acuerdo con la creación de la mesa de partidos.	74_esxnli	220_esxnli	newspaper	esxnli
es	contradiction	El portavoz de la ilegalizada Batasuna, Pernando Barrena, advirtió de que el proceso de paz en el País Vasco está "en crisis" y "en situación de bloqueo" por culpa de la actitud del Gobierno que, a su juicio, utiliza "maniobras dilatorias" para no poner en marcha la llamada mesa de partidos.	La creación de la mesa de partido beneficia al Gobierno electoralmente.	74_esxnli	221_esxnli	newspaper	esxnli
es	entailment	El portavoz de la ilegalizada Batasuna, Pernando Barrena, advirtió de que el proceso de paz en el País Vasco está "en crisis" y "en situación de bloqueo" por culpa de la actitud del Gobierno que, a su juicio, utiliza "maniobras dilatorias" para no poner en marcha la llamada mesa de partidos.	El proceso de paz en el País Vasco no avanza debido a desacuerdos con el Gobierno.	74_esxnli	222_esxnli	newspaper	esxnli
es	contradiction	También dijo que la decisión del gobierno hará posible la vuelta a la normalidad y abriría la vía al diálogo nacional para que ambas partes discutieran los problemas importantes a nivel nacional.	La decisión del gobierno no hará posible la vuelta a la normalidad.	75_esxnli	223_esxnli	newspaper	esxnli
es	entailment	También dijo que la decisión del gobierno hará posible la vuelta a la normalidad y abriría la vía al diálogo nacional para que ambas partes discutieran los problemas importantes a nivel nacional.	La vuelta a la normalidad posibilitará la apertura al diálogo nacional.	75_esxnli	224_esxnli	newspaper	esxnli
es	neutral	También dijo que la decisión del gobierno hará posible la vuelta a la normalidad y abriría la vía al diálogo nacional para que ambas partes discutieran los problemas importantes a nivel nacional.	Es un experto en este tipo de conflictos.	75_esxnli	225_esxnli	newspaper	esxnli
es	neutral	El hecho de que volvamos a Brasil a luchar por él otra vez lo hace aún más importante.	Lucharemos por el título de campeón del mundo	82_esxnli	246_esxnli	newspaper	esxnli
es	entailment	Soy colombiano y quisiera decir que la guerrilla colombiana hace mucho tiempo dejó de llamarse así puesto que sus acciones no apuntan en torno a la revolución sino a sembrar el terror y el dolor en el país.	El tipo de acciones llevadas a cabo por la guerrilla colombiana han cambiado desde su concepción.	87_esxnli	259_esxnli	newspaper	esxnli
es	neutral	Soy colombiano y quisiera decir que la guerrilla colombiana hace mucho tiempo dejó de llamarse así puesto que sus acciones no apuntan en torno a la revolución sino a sembrar el terror y el dolor en el país.	Las guerrillas entrenan en varios campos distribuidos por el país.	87_esxnli	260_esxnli	newspaper	esxnli
es	contradiction	Soy colombiano y quisiera decir que la guerrilla colombiana hace mucho tiempo dejó de llamarse así puesto que sus acciones no apuntan en torno a la revolución sino a sembrar el terror y el dolor en el país.	La guerrilla colombiana ha cesado sus actividades.	87_esxnli	261_esxnli	newspaper	esxnli
es	contradiction	La politica nacional misma, se sirve de unas leyes permisivas y una Policía cada vez más inmadura e indisciplinada.	La policía es muy disciplinada.	107_esxnli	319_esxnli	newspaper	esxnli
es	neutral	La politica nacional misma, se sirve de unas leyes permisivas y una Policía cada vez más inmadura e indisciplinada.	El sueldo de la policía ha bajado considerablemente en los últimos años.	107_esxnli	320_esxnli	newspaper	esxnli
es	entailment	La politica nacional misma, se sirve de unas leyes permisivas y una Policía cada vez más inmadura e indisciplinada.	La policía antes era mas madura y disciplinada.	107_esxnli	321_esxnli	newspaper	esxnli
es	contradiction	Esta es una cifra repetida en la literatura neopagana, wicca, new age y feminista radical, aunque en otras webs y textos de brujería actual se habla de 9 millones.	La cifra que se baraja en las webs y textos sobre brujería es de 18 millones	109_esxnli	325_esxnli	newspaper	esxnli
es	neutral	Las negociaciones para formar un gobierno de unidad nacional en la ANP se suspendieron a raíz de esta última oleada de violencia.	La última oleada de violencia dejó más de cien heridos.	113_esxnli	337_esxnli	newspaper	esxnli
es	contradiction	Las negociaciones para formar un gobierno de unidad nacional en la ANP se suspendieron a raíz de esta última oleada de violencia.	Las negociaciones avanzan con éxito.	113_esxnli	338_esxnli	newspaper	esxnli
es	entailment	Las negociaciones para formar un gobierno de unidad nacional en la ANP se suspendieron a raíz de esta última oleada de violencia.	Paslestina continua sin gobierno.	113_esxnli	339_esxnli	newspaper	esxnli
es	neutral	Ahora quiere proponer, piscinas y toboganes, y "pa" cuando llegue enero temblaremos como flanes.	Las propuestas que hace son de nuestro interés.	114_esxnli	340_esxnli	newspaper	esxnli
es	contradiction	Ahora quiere proponer, piscinas y toboganes, y "pa" cuando llegue enero temblaremos como flanes.	No quiere proponer piscinas y toboganes.	114_esxnli	341_esxnli	newspaper	esxnli
es	entailment	Ahora quiere proponer, piscinas y toboganes, y "pa" cuando llegue enero temblaremos como flanes.	En enero temblaremos como flanes.	114_esxnli	342_esxnli	newspaper	esxnli
es	contradiction	Para Rafaeli, la experiencia ha sido una "aventura".	La experiencia ha resultado ser insulsa	119_esxnli	356_esxnli	newspaper	esxnli
es	neutral	El principal buscador de Internet puede crear un desafío para los proveedores de servicios inalámbricos como Sprint y Verizon, así como para los fabricantes de teléfonos inteligentes como Apple.	El principal buscador de Internet puede crear un desafío para los proveedores de servicios inalámbricos por su éxito tan rotundo.	122_esxnli	364_esxnli	newspaper	esxnli
es	contradiction	El principal buscador de Internet puede crear un desafío para los proveedores de servicios inalámbricos como Sprint y Verizon, así como para los fabricantes de teléfonos inteligentes como Apple.	No hay manera de desafiar a los fabricantes de teléfonos inteligentes como Apple.	122_esxnli	365_esxnli	newspaper	esxnli
es	entailment	El principal buscador de Internet puede crear un desafío para los proveedores de servicios inalámbricos como Sprint y Verizon, así como para los fabricantes de teléfonos inteligentes como Apple.	Los proveedores de servicios inalámbricos y fabricantes de teléfonos inteligentes pueden tener un nuevo desafió.	122_esxnli	366_esxnli	newspaper	esxnli
es	entailment	El descenso se debe a "un esfuerzo de austeridad" del Gobierno.	El Gobierno aplica recortes.	132_esxnli	396_esxnli	newspaper	esxnli
es	neutral	Y después dice que tiene un piso de su propiedad en alquiler, del cual se tiene que sacar un buen dinerillo al mes (los alquileres no son precisamente baratos), aparte de las chapucillas de los ordenadores y lo que le pagan en el equipo de fútbol.	Su mayor fuente de ingresos proviene del equipo de fútbol.	149_esxnli	447_esxnli	newspaper	esxnli
es	contradiction	Cuando alguien intenta investigar esas redes el virus reacciona y carga contra el ordenador del experto en seguridad.	Nadie intenta investigar esas redes.	157_esxnli	469_esxnli	newspaper	esxnli
es	neutral	Cuando alguien intenta investigar esas redes el virus reacciona y carga contra el ordenador del experto en seguridad.	El experto en seguridad usa antivirus.	157_esxnli	470_esxnli	newspaper	esxnli
es	entailment	Cuando alguien intenta investigar esas redes el virus reacciona y carga contra el ordenador del experto en seguridad.	El ordenador del experto es atacado por el virus.	157_esxnli	471_esxnli	newspaper	esxnli
es	entailment	Estamos ante un nuevo modelo económico que precisa de nuevas herramientas y nuevos conceptos.	Es un nuevo modelo económico que necesita herramientas y conceptos nuevos.	167_esxnli	499_esxnli	economy	esxnli
es	contradiction	Estamos ante un nuevo modelo económico que precisa de nuevas herramientas y nuevos conceptos.	El nuevo modelo económico no precisa herramienas diferentes.	167_esxnli	500_esxnli	economy	esxnli
es	neutral	Estamos ante un nuevo modelo económico que precisa de nuevas herramientas y nuevos conceptos.	Los modelos económicos cambian porque la sociedad cambia.	167_esxnli	501_esxnli	economy	esxnli
es	contradiction	Es ese conjunto el que ahora se está desinflando velozmente, implotando luego de haber llegado a su máximo nivel de expansión posible en las condiciones históricas concretas del mundo actual.	Después de haber llegado a su máximo nivel de expansión posible en las condiciones históricas concretas del mundo actual, ese conjunto se está desinflando lentamente.	170_esxnli	508_esxnli	economy	esxnli
es	entailment	Es ese conjunto el que ahora se está desinflando velozmente, implotando luego de haber llegado a su máximo nivel de expansión posible en las condiciones históricas concretas del mundo actual.	Después de llegar a su máximo en las condiciones históricas concretas del mundo actual, el conjunto va en caída libre.	170_esxnli	509_esxnli	economy	esxnli
es	neutral	Es ese conjunto el que ahora se está desinflando velozmente, implotando luego de haber llegado a su máximo nivel de expansión posible en las condiciones históricas concretas del mundo actual.	Ese conjunto está desinflando velozmente por que no ha sabido adaptar a nuevas condiciones históricas concretas del mundo actual.	170_esxnli	510_esxnli	economy	esxnli
es	entailment	No hablar así de claro es manipular.	Si no se habla claro se acaba manipulando	175_esxnli	524_esxnli	economy	esxnli
es	contradiction	No hablar así de claro es manipular.	Hablando claro se manipula	175_esxnli	525_esxnli	economy	esxnli
es	neutral	Las malas noticias para los empleados públicos se consumarán con la aprobación del decreto de prórroga presupuestaria, que mantendrá sus salarios congelados hasta que haya nuevas cuentas.	Los salario de los empleados tanto públicos como privados se congelarán con el nuevo decreto.	179_esxnli	535_esxnli	economy	esxnli
es	contradiction	Las malas noticias para los empleados públicos se consumarán con la aprobación del decreto de prórroga presupuestaria, que mantendrá sus salarios congelados hasta que haya nuevas cuentas.	El salario de los empleados subirá tras la aprobación del decreto de prórroga presupuestaria.	179_esxnli	536_esxnli	economy	esxnli
es	entailment	Las malas noticias para los empleados públicos se consumarán con la aprobación del decreto de prórroga presupuestaria, que mantendrá sus salarios congelados hasta que haya nuevas cuentas.	Los salarios de los empleados públicos se congelarán con la aprobación del decreto.	179_esxnli	537_esxnli	economy	esxnli
es	neutral	Reintegrando tus propios ahorrillos para que los tragatochos que han de proveer un 20%, tengan que deshinchar sus megatasaciones absolutamente irreales respecto a la mayoría de salarios.	Los ahorros hacen que las tasaciones sean irreales.	180_esxnli	539_esxnli	economy	esxnli
es	entailment	Reintegrando tus propios ahorrillos para que los tragatochos que han de proveer un 20%, tengan que deshinchar sus megatasaciones absolutamente irreales respecto a la mayoría de salarios.	Las tasaciones no son reales en relación a los salarios.	180_esxnli	540_esxnli	economy	esxnli
es	contradiction	Algo harán para que los especuladores (es decir los amigüitos del tripartit) que compraron a precio de mierda, puedan vender a precio de oro.	Los especuladores comprarán barato.	182_esxnli	544_esxnli	economy	esxnli
es	entailment	Algo harán para que los especuladores (es decir los amigüitos del tripartit) que compraron a precio de mierda, puedan vender a precio de oro.	Los especuladores lo tendrán fácil para vender caro.	182_esxnli	546_esxnli	economy	esxnli
es	contradiction	Este retroceso de los precios tiene que ver con la estrategia lanzada por los vendedores estadounidenses para deshacerse de sus inmuebles.	El retroceso de los precios es debido a que los vendedores están manteniendo sus activos inmobiliarios	183_esxnli	547_esxnli	economy	esxnli
es	entailment	Este retroceso de los precios tiene que ver con la estrategia lanzada por los vendedores estadounidenses para deshacerse de sus inmuebles.	Los vendedores estadounidenses han provocado un retroceso en los precios	183_esxnli	548_esxnli	economy	esxnli
es	neutral	Este retroceso de los precios tiene que ver con la estrategia lanzada por los vendedores estadounidenses para deshacerse de sus inmuebles.	El retroceso de los precios de los inmuebles tiene que ver con la subida del oro	183_esxnli	549_esxnli	economy	esxnli
es	contradiction	Más adelante haces otras afirmaciones infundadas o falsas que ya no me voy a molestar en desmentir con fuentes, sinó que te lo diré y, en todo caso, espero que TU demuestres que son ciertas (como mínimo en algun caso, para que podamos ver que tus análisis tienen algo de rigor).	Las afirmaciones que hace más adelante no dejan lugar a dudas de su veracidad.	184_esxnli	550_esxnli	economy	esxnli
es	neutral	Más adelante haces otras afirmaciones infundadas o falsas que ya no me voy a molestar en desmentir con fuentes, sinó que te lo diré y, en todo caso, espero que TU demuestres que son ciertas (como mínimo en algun caso, para que podamos ver que tus análisis tienen algo de rigor).	Las afirmaciones que hace más adelante se contradicen con las primeras.	184_esxnli	551_esxnli	economy	esxnli
es	entailment	Más adelante haces otras afirmaciones infundadas o falsas que ya no me voy a molestar en desmentir con fuentes, sinó que te lo diré y, en todo caso, espero que TU demuestres que son ciertas (como mínimo en algun caso, para que podamos ver que tus análisis tienen algo de rigor).	Las afirmaciones que hace más adelante no se han desmentido con fuentes.	184_esxnli	552_esxnli	economy	esxnli
es	contradiction	A estos ya les cerraron el chiringuito en la COPE y por eso montaron Esradio.	Realizaban un gran trabajo en la COPE.	195_esxnli	583_esxnli	economy	esxnli
es	neutral	A estos ya les cerraron el chiringuito en la COPE y por eso montaron Esradio.	La COPE y Esradio tienen una relación tormentosa.	195_esxnli	584_esxnli	economy	esxnli
es	entailment	A estos ya les cerraron el chiringuito en la COPE y por eso montaron Esradio.	Fueron despedidos de la COPE.	195_esxnli	585_esxnli	economy	esxnli
es	entailment	Pero lo peor es que así como en economía destruir tejido industrial sanea y revitaliza, en lo que se refiere a uso de recursos energéticos destruir tejido industrial, infraestructuras y medios de transporte no ayuda en nada.	Destruir infraestructuras no beneficia al uso de recursos energéticos	198_esxnli	592_esxnli	economy	esxnli
es	neutral	Pero lo peor es que así como en economía destruir tejido industrial sanea y revitaliza, en lo que se refiere a uso de recursos energéticos destruir tejido industrial, infraestructuras y medios de transporte no ayuda en nada.	Destruir medios de transporte es beneficioso para la economía	198_esxnli	593_esxnli	economy	esxnli
es	contradiction	Pero lo peor es que así como en economía destruir tejido industrial sanea y revitaliza, en lo que se refiere a uso de recursos energéticos destruir tejido industrial, infraestructuras y medios de transporte no ayuda en nada.	Destruir tejido industrial perjudica la economía	198_esxnli	594_esxnli	economy	esxnli
es	neutral	En otro frente, Sarko ya ha empezado a hacer reformas aceleradas para finiquitar un sistema social (empezando por atacar contra las 35h. semanales) y estado del bienestar con el que en españa no podemos ni soñar.	Las reformas se pondrán en marcha en los próximos días	199_esxnli	595_esxnli	economy	esxnli
es	entailment	En otro frente, Sarko ya ha empezado a hacer reformas aceleradas para finiquitar un sistema social (empezando por atacar contra las 35h. semanales) y estado del bienestar con el que en españa no podemos ni soñar.	Sarko quiere finiquitar el estado del bienestar	199_esxnli	596_esxnli	economy	esxnli
es	contradiction	En otro frente, Sarko ya ha empezado a hacer reformas aceleradas para finiquitar un sistema social (empezando por atacar contra las 35h. semanales) y estado del bienestar con el que en españa no podemos ni soñar.	No hay ninguna reforma en contra del estado del bienestar	199_esxnli	597_esxnli	economy	esxnli
es	contradiction	Y aunque en menor medida, también se ha notado algo la crisis, como explica Luis, de 46 años, mientras termina de pelar una vistosa mandarina.	La crisis ha azotado especialmente a Luis.	202_esxnli	605_esxnli	economy	esxnli
es	entailment	Estaba seguro de que maquillarían la cifra para dejarla justo por debajo de los 100.000.	La cifra se quedó por debajo de los 100.000.	215_esxnli	643_esxnli	economy	esxnli
es	contradiction	Estaba seguro de que maquillarían la cifra para dejarla justo por debajo de los 100.000.	La cifra superó por poco los 100.000.	215_esxnli	644_esxnli	economy	esxnli
es	neutral	Estaba seguro de que maquillarían la cifra para dejarla justo por debajo de los 100.000.	Las negociaciones para decidir la cifra fueron rápidas.	215_esxnli	645_esxnli	economy	esxnli
es	entailment	Sin embargo, si la realidad interna de estas naciones continúa con su deterioro la venta forzada de posiciones en moneda extranjera podría conducir a fuertes oscilaciones en el mercado de divisas.	El deterioro se debe a la realidad interna de las naciones.	216_esxnli	646_esxnli	economy	esxnli
es	contradiction	Sin embargo, si la realidad interna de estas naciones continúa con su deterioro la venta forzada de posiciones en moneda extranjera podría conducir a fuertes oscilaciones en el mercado de divisas.	La venta en moneda extranjera no conduce a oscilaciones en el mercado de divisas.	216_esxnli	647_esxnli	economy	esxnli
es	neutral	Sin embargo, si la realidad interna de estas naciones continúa con su deterioro la venta forzada de posiciones en moneda extranjera podría conducir a fuertes oscilaciones en el mercado de divisas.	Los políticos tienen que definir medidas para parar el deterioro.	216_esxnli	648_esxnli	economy	esxnli
es	entailment	Aunque el Banco sostiene el reparto a domicilio a personas de la calle, ha tenido que restringir su actividad por la avalancha de peticiones en el resto de servicios.	Aunque el Banco sostiene el reparto a domicilio a personas de la calle, no es capaz de seguir con la misma intensidad porque también se solicitan otros servicios.	220_esxnli	658_esxnli	economy	esxnli
es	contradiction	Aunque el Banco sostiene el reparto a domicilio a personas de la calle, ha tenido que restringir su actividad por la avalancha de peticiones en el resto de servicios.	El Banco ha cancelado el reparto a domicilio a personas de la calle.	220_esxnli	659_esxnli	economy	esxnli
es	neutral	Aunque el Banco sostiene el reparto a domicilio a personas de la calle, ha tenido que restringir su actividad por la avalancha de peticiones en el resto de servicios.	Además del reparto a domicilio a personas de la calle, el Banco está tratando de activar otros servicios auxiliares.	220_esxnli	660_esxnli	economy	esxnli
es	entailment	Mejor hechamos a la mitad a la calle, y que se maten entre ellos.	Va a haber una carnicería.	229_esxnli	687_esxnli	economy	esxnli
es	contradiction	Como consecuencia el nivel de ahorro de los hogares se disparará a niveles del 16,5%.	El nivel de ahorro se reducirá	234_esxnli	700_esxnli	economy	esxnli
es	neutral	Como consecuencia el nivel de ahorro de los hogares se disparará a niveles del 16,5%.	Se habla de hogares españoles	234_esxnli	701_esxnli	economy	esxnli
es	entailment	Como consecuencia el nivel de ahorro de los hogares se disparará a niveles del 16,5%.	El nivel de ahorró será mayor	234_esxnli	702_esxnli	economy	esxnli
es	neutral	A empresa también cuenta con una cobertura de actor vandálicos de hasta 3.000 euros o defensa jurídica gratuita cuando, por ejemplo, el condenado no cumple el laudo y éste tenga que ejecutarse en el juzgado de primera instancia y el arrendatario necesite los servicios de un bogado o procurador.	Eso trae muchas ventajas y beneificios para los empresas que tienen menos de 50 trabajadores.	235_esxnli	703_esxnli	economy	esxnli
es	contradiction	A empresa también cuenta con una cobertura de actor vandálicos de hasta 3.000 euros o defensa jurídica gratuita cuando, por ejemplo, el condenado no cumple el laudo y éste tenga que ejecutarse en el juzgado de primera instancia y el arrendatario necesite los servicios de un bogado o procurador.	La cobertura de actos vandálicos llega hasta 5.000 euros para los empresas.	235_esxnli	704_esxnli	economy	esxnli
