language	gold_label	sentence1	sentence2	promptID	pairID	genre	source_dataset
es	contradiction	Despúes del infierno que nos hicieron pasar en el pedregal ese que osaron llamar "parque" ahora se lucen teniendo que buscarse la vida uno como un gilipoyas para conseguir entradas para 1 día!!!	La experiencia en el parque fue inolvidable.	81_esxnli	242_esxnli	newspaper	esxnli
es	entailment	Despúes del infierno que nos hicieron pasar en el pedregal ese que osaron llamar "parque" ahora se lucen teniendo que buscarse la vida uno como un gilipoyas para conseguir entradas para 1 día!!!	Conseguir entradas para un día no es nada fácil.	81_esxnli	243_esxnli	newspaper	esxnli
es	contradiction	El hecho de que volvamos a Brasil a luchar por él otra vez lo hace aún más importante.	Nunca volveremos a Brasil	82_esxnli	244_esxnli	newspaper	esxnli
es	entailment	El hecho de que volvamos a Brasil a luchar por él otra vez lo hace aún más importante.	Volveremos a Brasil	82_esxnli	245_esxnli	newspaper	esxnli
es	entailment	Era un "caballero" de unos 50 años, un poco grueso y con pelo y bigote blancos.	Al caballero todavía no le ha llegado la calvicie.	83_esxnli	248_esxnli	newspaper	esxnli
es	contradiction	De Cuba cogería el clima y el trato humano.	No soporto ni el clima ni el carácter de la gente en Cuba.	89_esxnli	265_esxnli	newspaper	esxnli
es	entailment	De Cuba cogería el clima y el trato humano.	De Cuba me quedo con el clima y el trato de la gente.	89_esxnli	266_esxnli	newspaper	esxnli
es	neutral	De Cuba cogería el clima y el trato humano.	En Cuba el clima afecta directamente a la forma de ser de su gente.	89_esxnli	267_esxnli	newspaper	esxnli
es	contradiction	Además, Moratinos celebró un encuentro con representantes de los principales miembros de comunicación, a los que trasladó que España tendrá "tolerancia cero" con la emigración ilegal; "el que no tenga contrato de trabajo no se va a quedar", dijo el ministro, según detalló un asistente al encuentro.	España no aceptará la inmigración ilegal según dijo Moratinos en un encuentro.	92_esxnli	274_esxnli	newspaper	esxnli
es	neutral	Además, Moratinos celebró un encuentro con representantes de los principales miembros de comunicación, a los que trasladó que España tendrá "tolerancia cero" con la emigración ilegal; "el que no tenga contrato de trabajo no se va a quedar", dijo el ministro, según detalló un asistente al encuentro.	España no aceptará la inmigración ilegal pero sí la emigración ilegal según dijo Moratinos en un encuentro.	92_esxnli	275_esxnli	newspaper	esxnli
es	entailment	Además, Moratinos celebró un encuentro con representantes de los principales miembros de comunicación, a los que trasladó que España tendrá "tolerancia cero" con la emigración ilegal; "el que no tenga contrato de trabajo no se va a quedar", dijo el ministro, según detalló un asistente al encuentro.	España no aceptará inmigrantes ilegales según dijo Moratinos en un encuentro.	92_esxnli	276_esxnli	newspaper	esxnli
es	entailment	Dos aspectos destacaban: que muchos países no recogen esa información de manera sistemática, y que España está a la "cola" de Europa en este asunto.	Cada país recoge esa información de manera diferente	97_esxnli	289_esxnli	newspaper	esxnli
es	contradiction	Dos aspectos destacaban: que muchos países no recogen esa información de manera sistemática, y que España está a la "cola" de Europa en este asunto.	España es líder en este asunto	97_esxnli	290_esxnli	newspaper	esxnli
es	neutral	Dos aspectos destacaban: que muchos países no recogen esa información de manera sistemática, y que España está a la "cola" de Europa en este asunto.	Francia está a la cabeza de Europa en este asunto	97_esxnli	291_esxnli	newspaper	esxnli
es	entailment	Por título llevaban nombres de grupos de música o famosos para potenciar las visualizaciones.	Se seguía una estrategia concreta para atraer a los usuarios.	98_esxnli	294_esxnli	newspaper	esxnli
es	contradiction	Sharpton añadió que se reunirá con los auspiciadores del diario para alentarlos a retirar sus anuncios y sostuvo que los neoyorquinos deberían boicotear la publicación.	Sharpton hará lo posible por conseguir más anuncios para el diario.	99_esxnli	295_esxnli	newspaper	esxnli
es	neutral	Sharpton añadió que se reunirá con los auspiciadores del diario para alentarlos a retirar sus anuncios y sostuvo que los neoyorquinos deberían boicotear la publicación.	El diario cuenta con gran cantidad de anuncios.	99_esxnli	296_esxnli	newspaper	esxnli
es	entailment	Sharpton añadió que se reunirá con los auspiciadores del diario para alentarlos a retirar sus anuncios y sostuvo que los neoyorquinos deberían boicotear la publicación.	Sharpton propuso que los neoyorquinos deberían boicotear un diario.	99_esxnli	297_esxnli	newspaper	esxnli
es	contradiction	Suponen que este es el mayor meteorito que ha atravesado nunca la Península.	El meteorito que atravesó la tierra era pequeño.	103_esxnli	307_esxnli	newspaper	esxnli
es	entailment	Suponen que este es el mayor meteorito que ha atravesado nunca la Península.	Parece ser que es el mayor meteorito en atravesar la Península.	103_esxnli	308_esxnli	newspaper	esxnli
es	neutral	Suponen que este es el mayor meteorito que ha atravesado nunca la Península.	El meteorito lo controlaron desde la NASA, para que no chocase contra la tierra.	103_esxnli	309_esxnli	newspaper	esxnli
es	entailment	A pesar de estimar parcialmente el recurso de las asociaciones profesionales y rechazar el de anticonstitucionalidad del sindicato, la sala del TSJM anula en su fallo el decreto del Área Única Sanitaria.	El decreto del Área Única Sanitaria no saldrá adelante	106_esxnli	318_esxnli	newspaper	esxnli
es	contradiction	Pues Mr Ratzinger se va a llevar un disgustillo cuando vea el resultado de la encuesta sobre eutanasia, que podeis ver en portada jejejee Mas del 80% apoyandola, si es que España pasa de la iglesia cantidad, ya era hora.	Solo el 20% de los españoles que han participado en la encuesta sobre la eutanasia estan a favor.	108_esxnli	322_esxnli	newspaper	esxnli
es	neutral	Pues Mr Ratzinger se va a llevar un disgustillo cuando vea el resultado de la encuesta sobre eutanasia, que podeis ver en portada jejejee Mas del 80% apoyandola, si es que España pasa de la iglesia cantidad, ya era hora.	La mayoría de los españoles que han participado en la encuesta sobre la eutanasia son ateos.	108_esxnli	323_esxnli	newspaper	esxnli
es	entailment	Pues Mr Ratzinger se va a llevar un disgustillo cuando vea el resultado de la encuesta sobre eutanasia, que podeis ver en portada jejejee Mas del 80% apoyandola, si es que España pasa de la iglesia cantidad, ya era hora.	La mayoría de los españoles que han participado en la encuesta están a favor de la eutanasia.	108_esxnli	324_esxnli	newspaper	esxnli
es	entailment	El PSPV está entrando en un juego peligroso para ellos.	La peligrosidad del PSPV es mayor que antes.	111_esxnli	331_esxnli	newspaper	esxnli
es	contradiction	El PSPV está entrando en un juego peligroso para ellos.	La nueva maniobra del PSPV solo les puede beneficiar.	111_esxnli	332_esxnli	newspaper	esxnli
es	neutral	El PSPV está entrando en un juego peligroso para ellos.	El PSPV va a ganar las elecciones.	111_esxnli	333_esxnli	newspaper	esxnli
es	neutral	Además, Hacienda ha realizado 765.057 devoluciones por importe de 525,2 millones, lo que supone un incremento en importe del 88,8% y del 56,8% en número respecto al mismo periodo del año anterior.	Las devoluciones de hacienda crecen tal y como la economía se desarrolla.	115_esxnli	343_esxnli	newspaper	esxnli
es	entailment	Para Rafaeli, la experiencia ha sido una "aventura".	Rafaeli ha vivido una aventura	119_esxnli	357_esxnli	newspaper	esxnli
es	entailment	Todo lo que rodea a Michael Jackson es a lo grande, y así también será su despedida.	La despedida a Michael Jackson se celebrará a lo grande.	120_esxnli	358_esxnli	newspaper	esxnli
es	contradiction	Todo lo que rodea a Michael Jackson es a lo grande, y así también será su despedida.	La despedida a Michael Jackson pasará despercibida.	120_esxnli	359_esxnli	newspaper	esxnli
es	neutral	Todo lo que rodea a Michael Jackson es a lo grande, y así también será su despedida.	Michael Jackson será despedido en breve.	120_esxnli	360_esxnli	newspaper	esxnli
es	contradiction	Valderas, acompañado por miembros de la coalición, entre los que se encontraba la portavoz parlamentaria de IU, Concha Caballero, visiblemente afectada, indicó a los periodistas que "nadie puede poner en duda este Estatuto, entre otras cosas, porque el 'no' ha sido derrotado rotundamente".	Valderas hizo las declaraciones él en solitario	126_esxnli	376_esxnli	newspaper	esxnli
es	neutral	Valderas, acompañado por miembros de la coalición, entre los que se encontraba la portavoz parlamentaria de IU, Concha Caballero, visiblemente afectada, indicó a los periodistas que "nadie puede poner en duda este Estatuto, entre otras cosas, porque el 'no' ha sido derrotado rotundamente".	Los priodistas creyeron a Valderas	126_esxnli	377_esxnli	newspaper	esxnli
es	entailment	Valderas, acompañado por miembros de la coalición, entre los que se encontraba la portavoz parlamentaria de IU, Concha Caballero, visiblemente afectada, indicó a los periodistas que "nadie puede poner en duda este Estatuto, entre otras cosas, porque el 'no' ha sido derrotado rotundamente".	Valderas hizo las declaraciones acompañado por miembros de la coalición	126_esxnli	378_esxnli	newspaper	esxnli
es	entailment	Informaros, culturizaros un poco y llegaréis a las conclusiones a las que un servidor llegó hace mucho tiempo.	Si os informáis y culturizáis llegaréis a las conclusiones a las que llegué hace mucho tiempo.	128_esxnli	382_esxnli	newspaper	esxnli
es	neutral	Informaros, culturizaros un poco y llegaréis a las conclusiones a las que un servidor llegó hace mucho tiempo.	Para llegar a conclusiones válidas es más importante informarse de la actualidad diaria que leer textos clásicos.	128_esxnli	383_esxnli	newspaper	esxnli
es	contradiction	Informaros, culturizaros un poco y llegaréis a las conclusiones a las que un servidor llegó hace mucho tiempo.	Si os informáis y culturizáis jamás llegaréis a las conclusiones a las que llegué hace mucho tiempo.	128_esxnli	384_esxnli	newspaper	esxnli
es	contradiction	La lista bianual de la reina Isabel II reconoce logros en todas las áreas de la vida británica, desde ricos y famosos hasta trabajadores sociales.	La lista bianual de la reina Isabel II solo reconoce logros en el mundo de la música británica	131_esxnli	391_esxnli	newspaper	esxnli
es	neutral	Tiene la mejor defensa, con el Pato Abbondanzieri en portería, y apenas se le puede achacar algo negativo.	Una buena defensa es imprescindible para ser campeones.	133_esxnli	399_esxnli	newspaper	esxnli
es	entailment	Y te vas a otra operadora y es lo mismo... ¡somos unos peleles para todos las compañías de comunicación!	Tengo un contrato con una compañía de telecomunicación.	137_esxnli	409_esxnli	newspaper	esxnli
es	contradiction	Y te vas a otra operadora y es lo mismo... ¡somos unos peleles para todos las compañías de comunicación!	Al cambiar de operadora puedes conseguir un trato justo de parte de la empresa.	137_esxnli	410_esxnli	newspaper	esxnli
es	neutral	Y te vas a otra operadora y es lo mismo... ¡somos unos peleles para todos las compañías de comunicación!	Ya me he cambiado de operadora anteriormente.	137_esxnli	411_esxnli	newspaper	esxnli
es	entailment	Le deso suerte en tan delicado partido.	Se trata de un partido delicado.	139_esxnli	415_esxnli	newspaper	esxnli
es	neutral	Le deso suerte en tan delicado partido.	Me gustaría que no se fuera a ese delicado partido.	139_esxnli	416_esxnli	newspaper	esxnli
es	contradiction	Le deso suerte en tan delicado partido.	Espero que fracase en el partido.	139_esxnli	417_esxnli	newspaper	esxnli
es	entailment	Vaya, por los pelos, yo es que la verdad, el primero no duro mucho, pero el segundo y siguientes va la cosa mejor.	El segundo duro más tiempo que el primero.	140_esxnli	420_esxnli	newspaper	esxnli
es	entailment	Y después dice que tiene un piso de su propiedad en alquiler, del cual se tiene que sacar un buen dinerillo al mes (los alquileres no son precisamente baratos), aparte de las chapucillas de los ordenadores y lo que le pagan en el equipo de fútbol.	Tiene más de una fuente de ingresos.	149_esxnli	445_esxnli	newspaper	esxnli
es	contradiction	Y después dice que tiene un piso de su propiedad en alquiler, del cual se tiene que sacar un buen dinerillo al mes (los alquileres no son precisamente baratos), aparte de las chapucillas de los ordenadores y lo que le pagan en el equipo de fútbol.	El precio de los alquileres es muy barato.	149_esxnli	446_esxnli	newspaper	esxnli
es	neutral	El prelado pidió la colaboración de los sacerdotes como símbolo hacia las personas que padecen dificultades por la de crisis económica.	El prelado pidió colaboración a los sacerdotes.	153_esxnli	457_esxnli	newspaper	esxnli
es	contradiction	El prelado pidió la colaboración de los sacerdotes como símbolo hacia las personas que padecen dificultades por la de crisis económica.	Pidió no ayudar a los defavorecidos por la crisis económica.	153_esxnli	458_esxnli	newspaper	esxnli
es	entailment	El prelado pidió la colaboración de los sacerdotes como símbolo hacia las personas que padecen dificultades por la de crisis económica.	Los curas ayudan a las personas más desfavorecidas.	153_esxnli	459_esxnli	newspaper	esxnli
es	entailment	La emperatriz, esposa del emperador Akihito y que desde hace dos años sufre una ligera gastritis, ha tenido úlceras en la boca y ha sangrado varias veces por la nariz.	La emperatriz está enferma.	154_esxnli	460_esxnli	newspaper	esxnli
es	neutral	La emperatriz, esposa del emperador Akihito y que desde hace dos años sufre una ligera gastritis, ha tenido úlceras en la boca y ha sangrado varias veces por la nariz.	La emperatriz está felizmente casada.	154_esxnli	461_esxnli	newspaper	esxnli
es	contradiction	La emperatriz, esposa del emperador Akihito y que desde hace dos años sufre una ligera gastritis, ha tenido úlceras en la boca y ha sangrado varias veces por la nariz.	La emperatriz goza de plena salud.	154_esxnli	462_esxnli	newspaper	esxnli
es	entailment	Una encuesta revela que las chicas madrileñas son más tolerantes con el colectivo gay.	En Madrid se ha realizado una encuesta sobre la tolerancia con el colectivo gay	158_esxnli	472_esxnli	newspaper	esxnli
es	contradiction	Una encuesta revela que las chicas madrileñas son más tolerantes con el colectivo gay.	Según la encuesta, las chicas son menos tolerantes con el colectivo gay.	158_esxnli	473_esxnli	newspaper	esxnli
es	neutral	Una encuesta revela que las chicas madrileñas son más tolerantes con el colectivo gay.	La encuesta también analiza posibles comportamientos racistas	158_esxnli	474_esxnli	newspaper	esxnli
es	contradiction	El presidente de Tralliance Corporation, Ron Andruff, consideró que el nuevo dominio tendrá una gran importancia para la industria global turística ya que facilitará a los usuarios encontrar los sitios web oficiales de los lugares turísticos de interés, discriminando un gran número de páginas no relacionadas.	El nuevo dominio causará que los usuarios se encuentren con más páginas basura	159_esxnli	475_esxnli	newspaper	esxnli
es	contradiction	En Roces había un lavadero, que hace bien poco hicieron desaparecer y tb en Contrueces lo que se llamaba El Manantial que ya nadie conoce y parece que a nadie le importe.	La gente se muere por conocer los lavaderos de Roces y Contrueces.	162_esxnli	485_esxnli	newspaper	esxnli
es	entailment	Según la SGAE habrá que clausurar internet... no vaya a ser que tengamos demasiada información y entretenimiento... y lo que es peor, que sea gratis.	La SGAE quiere ganar mucho dinero a toda costa.	165_esxnli	493_esxnli	newspaper	esxnli
es	contradiction	Según la SGAE habrá que clausurar internet... no vaya a ser que tengamos demasiada información y entretenimiento... y lo que es peor, que sea gratis.	El Internet hace que la SGAE gane mucho dinero.	165_esxnli	494_esxnli	newspaper	esxnli
es	neutral	Según la SGAE habrá que clausurar internet... no vaya a ser que tengamos demasiada información y entretenimiento... y lo que es peor, que sea gratis.	La SGAE está sufriendo las consecuencias a nivel económico del Internet.	165_esxnli	495_esxnli	newspaper	esxnli
es	neutral	No hablar así de claro es manipular.	El manipulador es siempre un hombre	175_esxnli	523_esxnli	economy	esxnli
es	contradiction	Reintegrando tus propios ahorrillos para que los tragatochos que han de proveer un 20%, tengan que deshinchar sus megatasaciones absolutamente irreales respecto a la mayoría de salarios.	El integro de los ahorros hace que las tasaciones sean más irreales.	180_esxnli	538_esxnli	economy	esxnli
es	neutral	Algo harán para que los especuladores (es decir los amigüitos del tripartit) que compraron a precio de mierda, puedan vender a precio de oro.	Los especuladores compraron grandes cantidades de butifarra.	182_esxnli	545_esxnli	economy	esxnli
es	contradiction	La diversidad de legislaciones, por ejemplo, más que ahondar su división, lo que hace es permitir que convivan dentro de un mismo país diferentes modos de entender su organización.	Las diferentes legislaciones unifican el país.	188_esxnli	562_esxnli	economy	esxnli
es	neutral	La diversidad de legislaciones, por ejemplo, más que ahondar su división, lo que hace es permitir que convivan dentro de un mismo país diferentes modos de entender su organización.	La diversidad de legislaciones trae mejoras en la educación.	188_esxnli	563_esxnli	economy	esxnli
es	entailment	La diversidad de legislaciones, por ejemplo, más que ahondar su división, lo que hace es permitir que convivan dentro de un mismo país diferentes modos de entender su organización.	Diferentes legislaciones dan lugar a la heterogeneidad.	188_esxnli	564_esxnli	economy	esxnli
es	neutral	Deberían hacerlo, declarar conjuntamente una suspensión de pagos, mandar el euro a paseo y regresar cada uno a su moneda.	Deberían declarar la suspensión de pagos porque de lo contrario no tiene sentido mandar el euro a paseo.	190_esxnli	568_esxnli	economy	esxnli
es	entailment	Deberían hacerlo, declarar conjuntamente una suspensión de pagos, mandar el euro a paseo y regresar cada uno a su moneda.	Sería conveniente que declararan una suspensión de pagos y que regresaran a su moneda retirando el euro.	190_esxnli	569_esxnli	economy	esxnli
es	contradiction	Deberían hacerlo, declarar conjuntamente una suspensión de pagos, mandar el euro a paseo y regresar cada uno a su moneda.	Sería un error muy grave declarar conjuntamente una suspensión de pagos, y peor aún que se mandara el euro a paseo.	190_esxnli	570_esxnli	economy	esxnli
es	neutral	El partido político de extrema derecha España 2000, la figura histórica del Cid Campeador, el PSPV y la refinería de Castellón centran las cuatro alusiones a la actualidad e historia valencianas.	La refinería de Castellón es dirigido por el Cid Campeador, el cual es militante de España 2000.	192_esxnli	574_esxnli	economy	esxnli
es	entailment	El partido político de extrema derecha España 2000, la figura histórica del Cid Campeador, el PSPV y la refinería de Castellón centran las cuatro alusiones a la actualidad e historia valencianas.	Hay al menos una cosa que el Cid Campeador y el PSPV tienen en común.	192_esxnli	575_esxnli	economy	esxnli
es	contradiction	El partido político de extrema derecha España 2000, la figura histórica del Cid Campeador, el PSPV y la refinería de Castellón centran las cuatro alusiones a la actualidad e historia valencianas.	El PSPV no hace alusión ninguna a la actualidad e historia valenciana.	192_esxnli	576_esxnli	economy	esxnli
es	entailment	No gusta lo que dice pero dice verdades como puños.	Sus verdades son incomódas para muchos.	193_esxnli	577_esxnli	economy	esxnli
es	neutral	No gusta lo que dice pero dice verdades como puños.	Nunca miente.	193_esxnli	578_esxnli	economy	esxnli
es	contradiction	No gusta lo que dice pero dice verdades como puños.	Escuchar sus verdades suele gustar a la gente.	193_esxnli	579_esxnli	economy	esxnli
es	neutral	2.- Alguien que con poco conocimiento y un poquito de dinero extra se cree el rey del mambo y se mete en compras a precios de auténtica salvajada... aunque TODOS sabemos que no lo va a acabar de pagar y se lo van a quitar todo.	La premisa se refiere a un futbolista	208_esxnli	622_esxnli	economy	esxnli
es	contradiction	2.- Alguien que con poco conocimiento y un poquito de dinero extra se cree el rey del mambo y se mete en compras a precios de auténtica salvajada... aunque TODOS sabemos que no lo va a acabar de pagar y se lo van a quitar todo.	A pesar de tener poco conocimiento terminará de pagar todas las compras	208_esxnli	623_esxnli	economy	esxnli
